country_code,country,year,variable,indicator,value,source
CHN,China,2001,fdi,BX.KLT.DINV.WD.GD.ZS,3.47245235578959,World Bank WDI
CHN,China,2001,fixed_broadband,IT.NET.BBND.P2,0.0262980690478576,World Bank WDI
CHN,China,2001,internet_users,IT.NET.USER.ZS,2.63965021485872,World Bank WDI
CHN,China,2001,patent_nonresident,IP.PAT.NRES,33412.0,World Bank WDI
CHN,China,2001,patent_resident,IP.PAT.RESD,30038.0,World Bank WDI
CHN,China,2001,rd_expenditure,GB.XPD.RSDV.GD.ZS,0.92948,World Bank WDI
CHN,China,2001,researchers_rd,SP.POP.SCIE.RD.P6,582.78825,World Bank WDI
CHN,China,2001,tertiary_enrolment,SE.TER.ENRR,9.28069019317627,World Bank WDI
CHN,China,2002,fdi,BX.KLT.DINV.WD.GD.ZS,3.56241418263928,World Bank WDI
CHN,China,2002,fixed_broadband,IT.NET.BBND.P2,0.256319449692495,World Bank WDI
CHN,China,2002,internet_users,IT.NET.USER.ZS,4.59570433077551,World Bank WDI
CHN,China,2002,patent_nonresident,IP.PAT.NRES,40426.0,World Bank WDI
CHN,China,2002,patent_resident,IP.PAT.RESD,39806.0,World Bank WDI
CHN,China,2002,rd_expenditure,GB.XPD.RSDV.GD.ZS,1.04418,World Bank WDI
CHN,China,2002,researchers_rd,SP.POP.SCIE.RD.P6,631.73478,World Bank WDI
CHN,China,2002,tertiary_enrolment,SE.TER.ENRR,11.8050804138184,World Bank WDI
CHN,China,2003,fdi,BX.KLT.DINV.WD.GD.ZS,3.43849537731211,World Bank WDI
CHN,China,2003,fixed_broadband,IT.NET.BBND.P2,0.866655839568114,World Bank WDI
CHN,China,2003,internet_users,IT.NET.USER.ZS,6.2,World Bank WDI
CHN,China,2003,patent_nonresident,IP.PAT.NRES,48548.0,World Bank WDI
CHN,China,2003,patent_resident,IP.PAT.RESD,56769.0,World Bank WDI
CHN,China,2003,rd_expenditure,GB.XPD.RSDV.GD.ZS,1.10465,World Bank WDI
CHN,China,2003,researchers_rd,SP.POP.SCIE.RD.P6,667.9285,World Bank WDI
CHN,China,2003,tertiary_enrolment,SE.TER.ENRR,14.513970375061,World Bank WDI
CHN,China,2004,fdi,BX.KLT.DINV.WD.GD.ZS,3.43299015092913,World Bank WDI
CHN,China,2004,fixed_broadband,IT.NET.BBND.P2,1.91533860283619,World Bank WDI
CHN,China,2004,internet_users,IT.NET.USER.ZS,7.3,World Bank WDI
CHN,China,2004,manufacturing_value_added,NV.IND.MANF.ZS,31.5101594673259,World Bank WDI
CHN,China,2004,patent_nonresident,IP.PAT.NRES,64598.0,World Bank WDI
CHN,China,2004,patent_resident,IP.PAT.RESD,65786.0,World Bank WDI
CHN,China,2004,rd_expenditure,GB.XPD.RSDV.GD.ZS,1.19732,World Bank WDI
CHN,China,2004,researchers_rd,SP.POP.SCIE.RD.P6,713.42588,World Bank WDI
CHN,China,2004,tertiary_enrolment,SE.TER.ENRR,16.9004402160644,World Bank WDI
CHN,China,2005,fdi,BX.KLT.DINV.WD.GD.ZS,4.49218509012467,World Bank WDI
CHN,China,2005,fixed_broadband,IT.NET.BBND.P2,2.85108597933654,World Bank WDI
CHN,China,2005,internet_users,IT.NET.USER.ZS,8.52325700269541,World Bank WDI
CHN,China,2005,manufacturing_value_added,NV.IND.MANF.ZS,31.6564574964127,World Bank WDI
CHN,China,2005,patent_nonresident,IP.PAT.NRES,79842.0,World Bank WDI
CHN,China,2005,patent_resident,IP.PAT.RESD,93485.0,World Bank WDI
CHN,China,2005,rd_expenditure,GB.XPD.RSDV.GD.ZS,1.29008,World Bank WDI
CHN,China,2005,researchers_rd,SP.POP.SCIE.RD.P6,856.65892,World Bank WDI
CHN,China,2005,tertiary_enrolment,SE.TER.ENRR,18.6565208435059,World Bank WDI
CHN,China,2006,fdi,BX.KLT.DINV.WD.GD.ZS,4.44499743873593,World Bank WDI
